ars_price_day,p_host_response_rate,n_accommodates,n_bathrooms,n_review_scores_rating,n_number_of_reviews,n_reviews_per_month,n_minimum_nights,n_beds,n_days_since,d_free_parking,d_cloth_storage,d_sound_system,d_children,d_barbecue,d_cooking,d_amendities,d_ac,d_baby_utilities,d_bath,d_location,d_bike,d_security,d_mandatory_cleaning,d_coffee_maker,d_fridge,d_office,d_laundry,d_wifi,d_eletric_car_charger,d_videogame,d_garden_balcony_backyard,d_luggage_storage,d_paid_parking,d_pets,d_swimming_pool,d_self_checkin,d_sauna,d_smoking,d_instant_bookable,f_neighbourhood_cleansed,f_property_type,price,id,ln_price,n_accommodates2,ln_accommodates,ln_accommodates2,ln_beds,f_bathroom,ln_number_of_reviews,f_number_of_reviews,ln_days_since,ln_days_since2,ln_days_since3,n_days_since2,n_days_since3,ln_review_scores_rating,ln_n_minimum_nights,f_minimum_nights,ln_n_reviews_per_month
1999,100,4,1,100,7,0.44,20,3,474,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Caballito,Entire apartment,"$1,999.00",36903031,7.6004023345004,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,1,2.0794415416798357,1,6.161207321695077,37.960475660909026,233.88236057702042,224676,106496424,4.605170185988092,2.995732273553991,3,-0.8209805520698302
1309,93,2,1,90,31,1.88,4,1,494,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,Palermo,Entire apartment,"$1,309.00",36905975,7.1770187659099,4,0.6931471805599453,0.4804530139182014,0,1,3.4657359027997265,1,6.202535517187923,38.47144684197765,238.62051543497356,244036,120553784,4.499809670330265,1.3862943611198906,3,0.6312717768418578
5831,NA,3,1,NA,0,NA,2,2,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,Caballito,Entire apartment,"$5,831.00",36907410,8.670943791222156,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,0.6931471805599453,2,NA
5831,100,4,2,NA,0,NA,7,3,NA,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Palermo,Entire apartment,"$5,831.00",36907611,8.670943791222156,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,2,0,0,NA,NA,NA,NA,NA,NA,1.9459101490553132,3,NA
2332,88,3,2,89,7,0.42,2,1,494,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Palermo,Entire apartment,"$2,332.00",36913858,7.754481547470383,9,1.0986122886681098,1.206948960812582,0,2,2.0794415416798357,1,6.202535517187923,38.47144684197765,238.62051543497356,244036,120553784,4.48863636973214,0.6931471805599453,2,-0.8675005677047231
1450,NA,3,1,NA,1,0.07,2,2,414,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,Caballito,Entire apartment,"$1,450.00",36914312,7.27931883541462,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,0.6931471805599453,1,6.025865973825314,36.3110607345057,218.80558535356232,171396,70957944,NA,0.6931471805599453,2,-2.659260036932778
2380,NA,4,1,98,10,0.63,2,2,475,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,Recoleta,Entire apartment,"$2,380.00",36926507,7.77485576666552,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,2.3978952727983707,1,6.163314804034641,37.98644937363257,234.12244577722203,225625,107171875,4.584967478670572,0.6931471805599453,2,-0.4620354595965587
1400,36,3,1,91,14,0.82,1,2,513,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Caballito,Entire apartment,"$1,400.00",36930121,7.24422751560335,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,2.70805020110221,1,6.240275845170769,38.94104262382176,243.0028476712003,263169,135005697,4.51085950651685,0,1,-0.19845093872383832
2000,NA,5,1.5,NA,0,NA,2,2,NA,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Almagro,Entire apartment,"$2,000.00",36930864,7.600902459542082,25,1.6094379124341003,2.5902903939802346,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,0.6931471805599453,2,NA
2499,NA,3,1,88,5,0.29,2,3,510,0,0,0,0,0,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,Palermo,Entire apartment,"$2,499.00",36938848,7.823645930834952,9,1.0986122886681098,1.206948960812582,1.0986122886681098,1,1.791759469228055,1,6.234410725718371,38.86787709695227,242.31830985914266,260100,132651000,4.477336814478207,0.6931471805599453,2,-1.2378743560016174
3500,100,5,2,100,4,0.23,5,4,518,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Recoleta,Entire apartment,"$3,500.00",36939142,8.160518247477505,25,1.6094379124341003,2.5902903939802346,1.3862943611198906,2,1.6094379124341003,1,6.249975242259483,39.06219052885648,244.13772371377584,268324,138991832,4.605170185988092,1.6094379124341003,3,-1.4696759700589417
3665,100,6,2,100,42,2.65,2,6,475,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,Balvanera,Entire apartment,"$3,665.00",36939847,8.206583614320753,36,1.791759469228055,3.210401995568401,1.791759469228055,2,3.7612001156935624,1,6.163314804034641,37.98644937363257,234.12244577722203,225625,107171875,4.605170185988092,0.6931471805599453,2,0.9745596399981308
4760,100,4,2,96,17,1.02,2,4,497,0,0,0,0,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Villa Crespo,Entire apartment,"$4,760.00",36941407,8.468002947225466,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,2,2.8903717578961645,1,6.208590026096629,38.54659011214654,239.31997491030793,247009,122763473,4.564348191467836,0.6931471805599453,2,0.01980262729617973
2749,NA,4,1,96,5,0.37,2,3,403,1,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,Palermo,Entire apartment,"$2,749.00",36943036,7.918992488165245,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,1,1.791759469228055,1,5.998936561946683,35.98723987426068,215.88516904524795,162409,65450827,4.564348191467836,0.6931471805599453,2,-0.9942522733438669
2915,NA,3,1,NA,0,NA,3,1,NA,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,Recoleta,Entire apartment,"$2,915.00",36943170,7.977625098784593,9,1.0986122886681098,1.206948960812582,0,1,0,0,NA,NA,NA,NA,NA,NA,1.0986122886681098,3,NA
2446,NA,4,1,NA,1,0.1,2,3,300,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,San Nicolas,Entire apartment,"$2,446.00",36943788,7.802209316247118,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,1,0.6931471805599453,1,5.703782474656201,32.53313451819522,185.56192251051456,90000,27000000,NA,0.6931471805599453,2,-2.3025850929940455
3332,NA,2,1,100,6,0.36,2,2,495,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Palermo,Entire apartment,"$3,332.00",36944871,8.111328003286733,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1,1.9459101490553132,1,6.20455776256869,38.49653702905139,238.85398765561385,245025,121287375,4.605170185988092,0.6931471805599453,2,-1.0216512475319814
4581,98,3,1.5,100,1,0.11,1,4,281,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Palermo,Entire serviced apartment,"$4,581.00",36945716,8.429672593886743,9,1.0986122886681098,1.206948960812582,1.3862943611198906,1,0.6931471805599453,1,5.638354669333745,31.79104337719765,179.249177868814,78961,22188041,4.605170185988092,0,1,-2.2072749131897207
1666,NA,4,1,89,16,1,7,3,477,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,Villa Crespo,Entire apartment,"$1,666.00",36964528,7.418180822726788,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,1,2.833213344056216,1,6.1675164908883415,38.03825966537964,234.6015937709218,227529,108531333,4.48863636973214,1.9459101490553132,3,0
2499,NA,4,1,NA,0,NA,7,3,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Coghlan,Entire apartment,"$2,499.00",36966434,7.823645930834952,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,1,0,0,NA,NA,NA,NA,NA,NA,1.9459101490553132,3,NA
1300,NA,3,1,20,1,0.06,7,3,484,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Palermo,Entire apartment,"$1,300.00",36966564,7.170119543449628,9,1.0986122886681098,1.206948960812582,1.0986122886681098,1,0.6931471805599453,1,6.182084906716632,38.21817379385359,236.26799537325542,234256,113379904,2.995732273553991,1.9459101490553132,3,-2.8134107167600364
6664,NA,4,3.5,60,1,0.06,2,3,487,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Recoleta,Entire apartment,"$6,664.00",36967160,8.804475183846678,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,3,0.6931471805599453,1,6.18826412308259,38.29461285703113,236.97717885050304,237169,115501303,4.0943445622221,0.6931471805599453,2,-2.8134107167600364
1500,100,3,1,100,5,0.36,4,5,421,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Colegiales,Entire apartment,"$1,500.00",36968882,7.313220387090301,9,1.0986122886681098,1.206948960812582,1.6094379124341003,1,1.791759469228055,1,6.042632833682381,36.51341156269636,220.63713957850695,177241,74618461,4.605170185988092,1.3862943611198906,3,-1.0216512475319814
3332,NA,3,1,97,56,3.26,1,1,514,1,0,0,0,1,1,1,1,0,1,1,0,1,0,1,1,1,1,1,0,0,1,1,1,0,1,0,0,0,0,Palermo,Entire apartment,"$3,332.00",36972269,8.111328003286733,9,1.0986122886681098,1.206948960812582,0,1,4.04305126783455,2,6.2422232654551655,38.96535129578975,243.23042240521235,264196,135796744,4.574710978503383,0,1,1.1817271953786161
1928,50,3,1,97,30,1.86,2,2,484,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Villa Crespo,Entire apartment,"$1,928.00",36972336,7.564238475170491,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,3.4339872044851463,1,6.182084906716632,38.21817379385359,236.26799537325542,234256,113379904,4.574710978503383,0.6931471805599453,2,0.62057648772511
2332,NA,2,1,100,4,0.27,1,1,441,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Palermo,Entire apartment,"$2,332.00",36972423,7.754481547470383,4,0.6931471805599453,0.4804530139182014,0,1,1.6094379124341003,1,6.089044875446846,37.0764674952055,225.76027440135258,194481,85766121,4.605170185988092,0,1,-1.3093333199837622
1666,100,3,1,88,5,0.48,1,2,309,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,San Nicolas,Entire apartment,"$1,666.00",36975602,7.418180822726788,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,1.791759469228055,1,5.733341276897746,32.871202197379475,188.46182037948762,95481,29503629,4.477336814478207,0,1,-0.7339691750802004
1833,NA,2,1.5,100,1,0.06,3,2,514,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,Palermo,Entire apartment,"$1,833.00",36976054,7.513709247839705,4,0.6931471805599453,0.4804530139182014,0.6931471805599453,1,0.6931471805599453,1,6.2422232654551655,38.96535129578975,243.23042240521235,264196,135796744,4.605170185988092,1.0986122886681098,3,-2.8134107167600364
1018,0,2,1,NA,1,0.06,7,1,513,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,San Cristobal,Entire apartment,"$1,018.00",36976730,6.925595197110468,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,6.240275845170769,38.94104262382176,243.0028476712003,263169,135005697,NA,1.9459101490553132,3,-2.8134107167600364
1666,NA,2,1,100,3,0.2,2,1,455,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Recoleta,Entire apartment,"$1,666.00",36977739,7.418180822726788,4,0.6931471805599453,0.4804530139182014,0,1,1.3862943611198906,1,6.12029741895095,37.45804049641767,229.2543485691852,207025,94196375,4.605170185988092,0.6931471805599453,2,-1.6094379124341003
3058,100,4,1,100,29,1.69,2,3,515,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,San Nicolas,Entire apartment,"$3,058.00",36977949,8.025516386489008,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,1,3.4011973816621555,1,6.244166900663736,38.98962028334457,243.45769644270763,265225,136590875,4.605170185988092,0.6931471805599453,2,0.5247285289349821
1363,100,2,1,98,25,1.46,2,1,511,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,Retiro,Entire apartment,"$1,363.00",36977963,7.217443431696533,4,0.6931471805599453,0.4804530139182014,0,1,3.258096538021482,1,6.236369590203704,38.89230566561752,242.54679234596435,261121,133432831,4.584967478670572,0.6931471805599453,2,0.37843643572024505
2082,NA,2,1,100,1,0.07,5,1,456,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,Retiro,Entire apartment,"$2,082.00",36979429,7.641084249174914,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,6.1224928095143865,37.48491820255536,229.50114216038017,207936,94818816,4.605170185988092,1.6094379124341003,3,-2.659260036932778
1166,100,3,1,97,6,0.36,3,2,499,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Recoleta,Entire apartment,"$1,166.00",36979517,7.061334366910438,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,1.9459101490553132,1,6.212606095751519,38.59647450096893,239.78469275923763,249001,124251499,4.574710978503383,1.0986122886681098,3,-1.0216512475319814
2927,100,5,1,99,16,1.1,3,5,437,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,San Nicolas,Entire apartment,"$2,927.00",36980520,7.9817332866918855,25,1.6094379124341003,2.5902903939802346,1.6094379124341003,1,2.833213344056216,1,6.07993319509559,36.96558765682527,224.74830347094775,190969,83453453,4.59511985013459,1.0986122886681098,3,0.09531017980432493
2499,NA,4,1,100,7,0.44,2,2,476,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,Recoleta,Entire apartment,"$2,499.00",36993553,7.823645930834952,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,1,2.0794415416798357,1,6.16541785423142,38.01237731727557,234.36218979371228,226576,107850176,4.605170185988092,0.6931471805599453,2,-0.8209805520698302
2749,NA,4,1,93,24,1.41,1,3,511,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,1,Palermo,Entire apartment,"$2,749.00",37000052,7.918992488165245,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,1,3.2188758248682006,1,6.236369590203704,38.89230566561752,242.54679234596435,261121,133432831,4.532599493153256,0,1,0.34358970439007686
2499,100,5,1,98,22,1.28,2,4,516,0,0,0,0,0,1,1,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,1,Monserrat,Entire apartment,"$2,499.00",37001611,7.823645930834952,25,1.6094379124341003,2.5902903939802346,1.3862943611198906,1,3.1354942159291497,1,6.246106765481563,39.01384972579455,243.68467071976636,266256,137388096,4.584967478670572,0.6931471805599453,2,0.2468600779315258
3915,100,2,1,100,2,0.16,3,1,372,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,Palermo,Entire apartment,"$3,915.00",37001839,8.272570608424903,4,0.6931471805599453,0.4804530139182014,0,1,1.0986122886681098,1,5.918893854273146,35.03330445815242,207.35841045223836,138384,51478848,4.605170185988092,1.0986122886681098,3,-1.8325814637483102
3498,100,2,1,NA,0,NA,3,1,NA,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,Balvanera,Entire apartment,"$3,498.00",37002589,8.159946655578548,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1.0986122886681098,3,NA
1666,100,2,1,100,4,0.32,5,1,373,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Recoleta,Entire apartment,"$1,666.00",37004889,7.418180822726788,4,0.6931471805599453,0.4804530139182014,0,1,1.6094379124341003,1,5.921578419643816,35.06509097999135,207.64068602996383,139129,51895117,4.605170185988092,1.6094379124341003,3,-1.1394342831883648
4915,100,4,1.5,NA,0,NA,3,4,NA,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Palermo,Entire apartment,"$4,915.00",37007041,8.500047032581268,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,1,0,0,NA,NA,NA,NA,NA,NA,1.0986122886681098,3,NA
3832,NA,2,1,NA,0,NA,4,1,NA,0,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,Recoleta,Entire apartment,"$3,832.00",37007234,8.251142139090751,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,1.3862943611198906,3,NA
2177,98,3,1,96,5,0.33,3,1,457,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,1,1,0,0,0,0,0,1,Palermo,Entire apartment,"$2,177.00",37011610,7.685703061234547,9,1.0986122886681098,1.206948960812582,0,1,1.791759469228055,1,6.124683390894205,37.511746638695335,229.74757160144887,208849,95443993,4.564348191467836,1.0986122886681098,3,-1.1086626245216111
2915,NA,3,1,100,1,0.07,2,3,439,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,1,San Nicolas,Entire apartment,"$2,915.00",37012876,7.977625098784593,9,1.0986122886681098,1.206948960812582,1.0986122886681098,1,0.6931471805599453,1,6.0844994130751715,37.0211331077121,225.25506266525213,192721,84604519,4.605170185988092,0.6931471805599453,2,-2.659260036932778
2436,NA,3,1,96,5,0.32,2,2,473,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,San Telmo,Entire apartment,"$2,436.00",37013514,7.798112628829788,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,1.791759469228055,1,6.159095388491933,37.93445600454259,233.64193304252836,223729,105823817,4.564348191467836,0.6931471805599453,2,-1.1394342831883648
2944,83,6,1.5,100,2,0.13,5,2,462,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,Caballito,Entire apartment,"$2,944.00",37016687,7.987524479848767,36,1.791759469228055,3.210401995568401,0.6931471805599453,1,1.0986122886681098,1,6.135564891081739,37.64515653267487,230.97430074115627,213444,98611128,4.605170185988092,1.6094379124341003,3,-2.0402208285265546
2332,10,4,1,83,6,0.49,2,4,370,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,Flores,Entire apartment,"$2,332.00",37017123,7.754481547470383,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,1,1.9459101490553132,1,5.91350300563827,34.96951779769285,206.79234860237764,136900,50653000,4.418840607796598,0.6931471805599453,2,-0.7133498878774648
2750,NA,4,2,90,8,0.48,3,2,495,1,0,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,Almagro,Entire apartment,"$2,750.00",37017551,7.919356190660617,16,1.3862943611198906,1.9218120556728056,0.6931471805599453,2,2.1972245773362196,1,6.20455776256869,38.49653702905139,238.85398765561385,245025,121287375,4.499809670330265,1.0986122886681098,3,-0.7339691750802004
1416,NA,2,1,95,39,2.4,2,1,486,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,Retiro,Entire apartment,"$1,416.00",37019139,7.255591274253665,4,0.6931471805599453,0.4804530139182014,0,1,3.6888794541139363,1,6.186208623900494,38.26917713842084,236.74111364327462,236196,114791256,4.553876891600541,0.6931471805599453,2,0.8754687373538999
2038,NA,2,1,96,9,0.53,2,1,505,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,Parque Chas,Entire apartment,"$2,038.00",37021135,7.61972421378267,4,0.6931471805599453,0.4804530139182014,0,1,2.302585092994046,1,6.22455842927536,38.745127639462936,241.17131084156878,255025,128787625,4.564348191467836,0.6931471805599453,2,-0.6348782724359695
900,0,4,1,100,3,0.18,4,4,497,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Boca,Entire apartment,$900.00,37038325,6.802394763324311,16,1.3862943611198906,1.9218120556728056,1.3862943611198906,1,1.3862943611198906,1,6.208590026096629,38.54659011214654,239.31997491030793,247009,122763473,4.605170185988092,1.3862943611198906,3,-1.7147984280919266
1499,100,2,1,100,2,0.14,28,1,419,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,Belgrano,Entire apartment,"$1,499.00",37040109,7.312553498102598,4,0.6931471805599453,0.4804530139182014,0,1,1.0986122886681098,1,6.037870919922137,36.4558852456414,220.11592938467672,175561,73560059,4.605170185988092,3.332204510175204,3,-1.9661128563728327
3332,NA,2,1,20,1,0.06,2,1,488,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,San Nicolas,Entire apartment,"$3,332.00",37040441,8.111328003286733,4,0.6931471805599453,0.4804530139182014,0,1,0.6931471805599453,1,6.1903154058531475,38.32000482394282,237.21291621402017,238144,116214272,2.995732273553991,0.6931471805599453,2,-2.8134107167600364
2749,NA,2,1,100,24,1.39,2,1,516,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,1,Palermo,Entire apartment,"$2,749.00",37045395,7.918992488165245,4,0.6931471805599453,0.4804530139182014,0,1,3.2188758248682006,1,6.246106765481563,39.01384972579455,243.68467071976636,266256,137388096,4.605170185988092,0.6931471805599453,2,0.3293037471426003
3332,100,4,1,98,9,0.59,2,3,458,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,Monserrat,Entire apartment,"$3,332.00",37046809,8.111328003286733,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,1,2.302585092994046,1,6.126869184114185,37.53852599924802,229.99363816186187,209764,96071912,4.584967478670572,0.6931471805599453,2,-0.527632742082372
2713,98,2,1,NA,0,NA,2,1,NA,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Palermo,Entire apartment,"$2,713.00",37049198,7.905810312658931,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,0.6931471805599453,2,NA
1666,100,3,2,97,6,0.39,5,2,466,0,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,Retiro,Entire apartment,"$1,666.00",37051984,7.418180822726788,9,1.0986122886681098,1.206948960812582,0.6931471805599453,2,1.9459101490553132,1,6.1441856341256456,37.75101710659596,231.9492569799784,217156,101194696,4.574710978503383,1.6094379124341003,3,-0.941608539858445
6247,NA,2,1,NA,0,NA,2,1,NA,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,Palermo,Entire apartment,"$6,247.00",37052965,8.73985662749357,4,0.6931471805599453,0.4804530139182014,0,1,0,0,NA,NA,NA,NA,NA,NA,0.6931471805599453,2,NA
1249,100,2,1,100,26,1.53,3,1,509,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,San Nicolas,Entire apartment,"$1,249.00",37053879,7.130098510125578,4,0.6931471805599453,0.4804530139182014,0,1,3.295836866004329,1,6.2324480165505225,38.84340827900454,242.089522884544,259081,131872229,4.605170185988092,1.0986122886681098,3,0.4252677354043441
2082,NA,4,1,93,6,0.4,14,3,453,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,Constitucion,Entire apartment,"$2,082.00",37053885,7.641084249174914,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,1,1.9459101490553132,1,6.115892125483034,37.40413649054539,228.75966382301914,205209,92959677,4.532599493153256,2.6390573296152584,3,-0.916290731874155
2320,100,2,1.5,100,2,0.17,2,1,358,1,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Saavedra,Entire apartment,"$2,320.00",37054005,7.749322464660356,4,0.6931471805599453,0.4804530139182014,0,1,1.0986122886681098,1,5.8805329864007,34.58066820414674,203.35276006626276,128164,45882712,4.605170185988092,0.6931471805599453,2,-1.7719568419318752
3332,100,4,1.5,92,13,0.79,3,3,495,1,0,0,0,0,1,1,1,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,San Nicolas,Entire apartment,"$3,332.00",37054570,8.111328003286733,16,1.3862943611198906,1.9218120556728056,1.0986122886681098,1,2.6390573296152584,1,6.20455776256869,38.49653702905139,238.85398765561385,245025,121287375,4.5217885770490405,1.0986122886681098,3,-0.23572233352106983
3000,100,3,1,93,50,2.94,1,2,510,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,Palermo,Entire apartment,"$3,000.00",37076606,8.006367567650246,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,3.9318256327243257,1,6.234410725718371,38.86787709695227,242.31830985914266,260100,132651000,4.532599493153256,0,1,1.0784095813505903
1500,67,3,1,NA,0,NA,28,2,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,San Nicolas,Entire apartment,"$1,500.00",37077192,7.313220387090301,9,1.0986122886681098,1.206948960812582,0.6931471805599453,1,0,0,NA,NA,NA,NA,NA,NA,3.332204510175204,3,NA
